timestamp,open,high,low,close,volume
2025-12-07 16:15:00+00:00,3006.32,3024.43,3000.81,3017.19,9606.3607
2025-12-07 16:30:00+00:00,3017.18,3021.78,3010.69,3018.12,6438.5962
2025-12-07 16:45:00+00:00,3018.12,3040.5,3013.69,3039.97,6514.9225
2025-12-07 17:00:00+00:00,3039.98,3044.4,3025.01,3039.7,8877.2392
2025-12-07 17:15:00+00:00,3039.71,3105.9,3039.36,3104.31,27247.8577
2025-12-07 17:30:00+00:00,3104.31,3134.57,3104.31,3112.3,17889.6138
2025-12-07 17:45:00+00:00,3112.3,3121.31,3106.73,3112.96,5485.8186
2025-12-07 18:00:00+00:00,3112.95,3132.6,3112.85,3124.62,5420.6658
2025-12-07 18:15:00+00:00,3124.61,3150.0,3119.22,3143.53,6800.0242
2025-12-07 18:30:00+00:00,3143.53,3149.04,3129.5,3133.38,4974.8295
2025-12-07 18:45:00+00:00,3133.38,3140.27,3127.32,3128.78,2871.6038
2025-12-07 19:00:00+00:00,3128.78,3134.31,3121.59,3130.32,3152.8926
2025-12-07 19:15:00+00:00,3130.31,3133.18,3124.01,3127.15,1343.1313
2025-12-07 19:30:00+00:00,3127.14,3139.87,3126.76,3139.0,2144.6286
2025-12-07 19:45:00+00:00,3139.01,3142.53,3133.93,3137.92,1131.1678
2025-12-07 20:00:00+00:00,3137.91,3141.23,3132.0,3135.84,1465.6442
2025-12-07 20:15:00+00:00,3135.85,3147.36,3135.77,3142.84,1880.7559
2025-12-07 20:30:00+00:00,3142.83,3143.69,3136.09,3142.78,1467.7636
2025-12-07 20:45:00+00:00,3142.77,3143.05,3138.34,3141.19,938.3584
2025-12-07 21:00:00+00:00,3141.2,3141.2,3127.68,3131.16,2321.8926
2025-12-07 21:15:00+00:00,3131.16,3133.13,3116.55,3118.18,2873.2432
2025-12-07 21:30:00+00:00,3118.18,3129.89,3103.59,3107.02,4374.4347
2025-12-07 21:45:00+00:00,3107.02,3107.64,3069.4,3085.35,9812.969
2025-12-07 22:00:00+00:00,3085.34,3086.37,3023.2,3043.62,14602.8739
2025-12-07 22:15:00+00:00,3043.62,3049.74,3029.71,3045.77,5403.2777
2025-12-07 22:30:00+00:00,3045.76,3063.99,3037.0,3053.9,4718.2659
2025-12-07 22:45:00+00:00,3053.91,3062.57,3013.73,3033.59,5039.7509
2025-12-07 23:00:00+00:00,3033.59,3043.43,3025.5,3033.37,3208.9853
2025-12-07 23:15:00+00:00,3033.38,3049.81,3033.38,3047.59,2672.015
2025-12-07 23:30:00+00:00,3047.58,3049.96,3036.18,3040.85,3070.2887
2025-12-07 23:45:00+00:00,3040.85,3064.88,3039.0,3059.85,5069.2344
2025-12-08 00:00:00+00:00,3059.86,3060.42,3045.9,3047.08,3087.2965
2025-12-08 00:15:00+00:00,3047.07,3057.99,3040.87,3057.32,1898.5003
2025-12-08 00:30:00+00:00,3057.33,3076.42,3054.72,3066.33,3947.6172
2025-12-08 00:45:00+00:00,3066.33,3068.43,3058.89,3063.23,2170.8788
2025-12-08 01:00:00+00:00,3063.23,3082.84,3062.74,3077.72,3669.7025
2025-12-08 01:15:00+00:00,3077.72,3110.68,3070.92,3104.41,10075.3919
2025-12-08 01:30:00+00:00,3104.4,3134.73,3104.4,3117.06,11363.0024
2025-12-08 01:45:00+00:00,3117.06,3119.07,3094.4,3098.25,6939.5132
2025-12-08 02:00:00+00:00,3098.26,3109.14,3092.4,3100.47,3758.5138
2025-12-08 02:15:00+00:00,3100.47,3106.12,3097.63,3099.38,2689.2348
2025-12-08 02:30:00+00:00,3099.38,3104.37,3092.4,3099.64,1823.6955
2025-12-08 02:45:00+00:00,3099.63,3114.99,3098.12,3109.77,2039.6346
2025-12-08 03:00:00+00:00,3109.78,3113.75,3101.55,3103.32,1504.9154
2025-12-08 03:15:00+00:00,3103.31,3119.95,3102.41,3115.12,2442.3722
2025-12-08 03:30:00+00:00,3115.13,3120.5,3104.18,3104.95,3651.8179
2025-12-08 03:45:00+00:00,3104.94,3113.23,3103.03,3111.01,1377.8134
2025-12-08 04:00:00+00:00,3111.01,3117.72,3108.53,3112.5,2181.0931
2025-12-08 04:15:00+00:00,3112.5,3123.0,3110.24,3118.82,1926.6423
2025-12-08 04:30:00+00:00,3118.79,3138.05,3118.79,3124.9,5885.3863
2025-12-08 04:45:00+00:00,3124.9,3130.9,3120.0,3128.44,2182.7182
2025-12-08 05:00:00+00:00,3128.45,3128.54,3121.59,3126.05,2585.0453
2025-12-08 05:15:00+00:00,3126.06,3137.48,3122.32,3132.57,2635.6366
2025-12-08 05:30:00+00:00,3132.58,3140.5,3130.91,3132.74,2850.3975
2025-12-08 05:45:00+00:00,3132.74,3138.17,3128.93,3130.63,3878.7517
2025-12-08 06:00:00+00:00,3130.63,3136.42,3124.47,3127.21,13620.5972
2025-12-08 06:15:00+00:00,3127.22,3129.95,3122.01,3124.1,3630.0522
2025-12-08 06:30:00+00:00,3124.09,3136.97,3124.09,3135.12,3303.3465
2025-12-08 06:45:00+00:00,3135.13,3140.2,3128.66,3130.53,2505.023
2025-12-08 07:00:00+00:00,3130.53,3133.94,3123.02,3127.57,2308.1925
2025-12-08 07:15:00+00:00,3127.57,3136.0,3123.84,3134.13,1460.4818
2025-12-08 07:30:00+00:00,3134.14,3138.15,3130.0,3132.86,6285.0356
2025-12-08 07:45:00+00:00,3132.86,3135.28,3128.0,3134.31,7943.5054
2025-12-08 08:00:00+00:00,3134.31,3134.99,3128.67,3131.11,2421.7445
2025-12-08 08:15:00+00:00,3131.1,3136.61,3129.51,3132.24,1860.1178
2025-12-08 08:30:00+00:00,3132.24,3136.19,3125.1,3135.5,2962.5403
2025-12-08 08:45:00+00:00,3135.49,3146.64,3130.7,3143.77,4942.8106
2025-12-08 09:00:00+00:00,3143.77,3180.51,3141.08,3165.39,16414.2385
2025-12-08 09:15:00+00:00,3165.39,3165.39,3154.26,3159.04,5221.7602
2025-12-08 09:30:00+00:00,3159.03,3167.66,3154.62,3159.38,3218.062
2025-12-08 09:45:00+00:00,3159.37,3159.57,3154.05,3158.69,2046.8401
2025-12-08 10:00:00+00:00,3158.69,3165.14,3153.42,3157.85,3656.016
2025-12-08 10:15:00+00:00,3157.84,3160.18,3153.58,3157.17,2337.492
2025-12-08 10:30:00+00:00,3157.17,3160.97,3153.87,3159.39,2120.9087
2025-12-08 10:45:00+00:00,3159.38,3161.46,3157.64,3160.46,1305.9107
2025-12-08 11:00:00+00:00,3160.47,3162.0,3155.11,3159.98,2634.4512
2025-12-08 11:15:00+00:00,3159.99,3164.02,3157.64,3158.65,2170.0113
2025-12-08 11:30:00+00:00,3158.65,3158.66,3143.03,3143.93,7939.9108
2025-12-08 11:45:00+00:00,3143.92,3144.49,3134.5,3142.25,5860.2275
2025-12-08 12:00:00+00:00,3142.25,3143.68,3135.33,3140.3,3554.3779
2025-12-08 12:15:00+00:00,3140.3,3142.31,3135.34,3140.39,2563.8113
2025-12-08 12:30:00+00:00,3140.4,3142.88,3123.71,3125.88,5583.7957
2025-12-08 12:45:00+00:00,3125.88,3132.3,3123.3,3131.57,8498.1514
2025-12-08 13:00:00+00:00,3131.57,3160.65,3129.52,3144.62,8644.6149
2025-12-08 13:15:00+00:00,3144.61,3150.61,3137.01,3143.12,3811.6953
2025-12-08 13:30:00+00:00,3143.12,3150.85,3131.8,3150.81,3650.0306
2025-12-08 13:45:00+00:00,3150.81,3156.66,3142.75,3145.84,3183.1329
2025-12-08 14:00:00+00:00,3145.83,3153.5,3142.24,3152.9,2459.4428
2025-12-08 14:15:00+00:00,3152.89,3154.88,3130.7,3146.08,3945.855
2025-12-08 14:30:00+00:00,3146.08,3178.42,3125.54,3169.0,21937.3902
2025-12-08 14:45:00+00:00,3168.97,3178.0,3127.68,3128.49,17098.9282
2025-12-08 15:00:00+00:00,3128.49,3139.15,3097.48,3109.9,15209.5726
2025-12-08 15:15:00+00:00,3109.9,3120.96,3092.4,3107.91,10770.7157
2025-12-08 15:30:00+00:00,3107.91,3123.23,3088.83,3092.53,8908.0124
2025-12-08 15:45:00+00:00,3092.53,3113.01,3090.56,3101.54,5470.2692
2025-12-08 16:00:00+00:00,3101.54,3109.42,3092.67,3099.97,7830.6814
2025-12-08 16:15:00+00:00,3099.97,3123.64,3094.02,3121.21,7800.206
2025-12-08 16:30:00+00:00,3121.2,3133.0,3115.11,3124.99,9246.8721
2025-12-08 16:45:00+00:00,3124.99,3125.06,3098.42,3107.9,7302.5956
2025-12-08 17:00:00+00:00,3107.9,3123.57,3099.0,3116.0,7543.4766
2025-12-08 17:15:00+00:00,3116.0,3120.08,3101.0,3106.88,3594.2099
2025-12-08 17:30:00+00:00,3106.87,3115.54,3099.02,3105.65,3348.2609
2025-12-08 17:45:00+00:00,3105.64,3129.32,3099.25,3120.61,4770.7962
2025-12-08 18:00:00+00:00,3120.61,3126.13,3114.15,3121.4,4088.3099
2025-12-08 18:15:00+00:00,3121.41,3133.0,3113.0,3114.49,5869.6315
2025-12-08 18:30:00+00:00,3114.49,3119.43,3104.28,3119.43,3471.1459
2025-12-08 18:45:00+00:00,3119.43,3127.19,3075.38,3092.58,10468.3626
2025-12-08 19:00:00+00:00,3092.57,3111.22,3090.41,3104.25,4787.1308
2025-12-08 19:15:00+00:00,3104.24,3115.0,3098.9,3114.23,3289.9863
2025-12-08 19:30:00+00:00,3114.22,3122.88,3111.47,3115.13,3194.7518
2025-12-08 19:45:00+00:00,3115.14,3128.47,3113.33,3118.64,2602.7072
2025-12-08 20:00:00+00:00,3118.65,3135.62,3118.64,3128.31,3934.7783
2025-12-08 20:15:00+00:00,3128.3,3135.2,3125.18,3126.92,1611.8975
